Using backend: pytorch
Other supported backends: tensorflow.compat.v1, tensorflow, jax, paddle.
paddle supports more examples now and is recommended.
2023-10-06 11:51:21,064 [INFO]: Experiment started.
2023-10-06 11:51:21,064 [INFO]: Configuration: {'TRAINING': {'n_neurons': 128, 'n_layers': 6, 'activation': 'tanh', 'initializer': 'Glorot normal', 'lr_phase1': 0.0005, 'lr_phase2': 0.0005, 'epochs_phase1': 15000, 'epochs_phase2': 150000, 'weights1': [0, 0, 0, 1, 1], 'weights2': [1, 1, 1, 1, 1]}, 'DATA': {'test_size': 0.8, 'num_domain': 2000, 'num_boundary': 1000, 'resampling_period': 10000}, 'path_directory': './experiments/2023-10-06 11:51_128x6_tanh_Glorot normal_numdom2000_rs10000'}
Set the default float type to float64
Device ID: 0, Free Memory: 39410.0 MB
self.triangles shape: (141944, 3)
Compiling model...
'compile' took 0.000191 s

Training model...

Step      Train loss                                            Test loss                                             Test metric
38000     [7.48e-05, 2.00e-04, 7.16e-07, 1.94e-01, 1.94e-01]    [2.53e-02, 1.94e-04, 2.65e-03, 1.94e-01, 1.94e-01]    []  
39000     [1.14e-04, 1.98e-04, 3.29e-07, 2.41e-01, 2.41e-01]    [1.46e-02, 1.92e-04, 9.41e-04, 2.41e-01, 2.41e-01]    []  
40000     [1.22e-04, 1.95e-04, 2.62e-06, 5.53e-01, 5.53e-01]    [5.24e-03, 1.88e-04, 1.01e-04, 5.53e-01, 5.53e-01]    []  
41000     [5.60e-04, 1.66e-04, 4.53e-07, 2.52e-01, 2.52e-01]    [2.41e-03, 1.82e-04, 3.25e-02, 2.52e-01, 2.52e-01]    []  
42000     [7.61e-04, 1.58e-04, 5.09e-07, 2.16e-01, 2.16e-01]    [1.19e-02, 1.76e-04, 2.64e-02, 2.16e-01, 2.16e-01]    []  
43000     [4.41e-05, 1.54e-04, 3.03e-06, 1.46e-01, 1.46e-01]    [1.12e-02, 1.68e-04, 1.18e-02, 1.46e-01, 1.46e-01]    []  
44000     [1.45e-04, 1.50e-04, 1.08e-06, 1.44e-01, 1.44e-01]    [2.80e-02, 1.62e-04, 7.07e-03, 1.44e-01, 1.44e-01]    []  
45000     [3.96e-05, 1.49e-04, 7.79e-07, 1.27e-01, 1.27e-01]    [7.11e-02, 1.62e-04, 6.73e-03, 1.27e-01, 1.27e-01]    []  
46000     [6.63e-05, 1.43e-04, 3.88e-06, 1.86e-01, 1.86e-01]    [8.97e-02, 1.52e-04, 6.83e-03, 1.86e-01, 1.86e-01]    []  
47000     [3.27e-05, 1.38e-04, 8.88e-07, 1.17e-01, 1.17e-01]    [8.28e-02, 1.49e-04, 6.61e-03, 1.17e-01, 1.17e-01]    []  
48000     [1.25e-04, 1.34e-04, 6.09e-06, 4.59e-01, 4.59e-01]    [3.58e-02, 1.42e-04, 1.05e-02, 4.59e-01, 4.59e-01]    []  
49000     [2.62e-04, 1.66e-04, 2.20e-06, 2.14e-01, 2.14e-01]    [1.07e-02, 1.86e-04, 2.23e-03, 2.14e-01, 2.14e-01]    []  
50000     [1.11e-03, 1.56e-04, 5.35e-06, 4.15e-01, 4.15e-01]    [1.45e-02, 1.76e-04, 2.00e-03, 4.15e-01, 4.15e-01]    []  
51000     [1.22e-04, 1.75e-04, 2.53e-05, 1.52e-01, 1.52e-01]    [7.16e-03, 1.80e-04, 1.95e-03, 1.52e-01, 1.52e-01]    []  
52000     [1.09e-04, 1.68e-04, 3.10e-05, 2.09e-01, 2.09e-01]    [5.97e-03, 1.74e-04, 2.69e-03, 2.09e-01, 2.09e-01]    []  
53000     [5.76e-05, 1.44e-04, 1.76e-05, 1.01e-01, 1.01e-01]    [2.58e-02, 1.49e-04, 1.04e-02, 1.01e-01, 1.01e-01]    []  
54000     [3.96e-05, 1.39e-04, 1.45e-05, 9.44e-02, 9.44e-02]    [5.89e-02, 1.43e-04, 2.31e-02, 9.44e-02, 9.44e-02]    []  
55000     [1.54e-04, 1.35e-04, 2.80e-06, 2.13e-01, 2.13e-01]    [2.52e-02, 1.40e-04, 5.48e-02, 2.13e-01, 2.13e-01]    []  
56000     [1.94e-04, 1.36e-04, 1.10e-06, 3.14e-01, 3.14e-01]    [9.91e-03, 1.42e-04, 7.60e-02, 3.14e-01, 3.14e-01]    []  
57000     [6.85e-04, 1.36e-04, 1.53e-06, 1.11e-01, 1.11e-01]    [5.80e-02, 1.43e-04, 8.33e-03, 1.11e-01, 1.11e-01]    []  
58000     [4.03e-05, 1.35e-04, 1.30e-06, 8.49e-02, 8.49e-02]    [1.96e-03, 1.43e-04, 1.11e-03, 8.49e-02, 8.49e-02]    []  
59000     [1.54e-04, 1.33e-04, 1.05e-06, 3.55e-01, 3.55e-01]    [5.58e-03, 1.41e-04, 5.75e-04, 3.55e-01, 3.55e-01]    []  
60000     [4.19e-05, 1.34e-04, 1.41e-06, 1.45e-01, 1.45e-01]    [1.10e-03, 1.41e-04, 4.68e-04, 1.45e-01, 1.45e-01]    []  
61000     [1.01e-04, 1.79e-04, 1.00e-06, 1.19e-01, 1.19e-01]    [7.64e-03, 1.75e-04, 6.47e-04, 1.19e-01, 1.19e-01]    []  
62000     [2.27e-04, 1.78e-04, 2.80e-07, 9.36e-02, 9.36e-02]    [1.09e-02, 1.74e-04, 5.69e-04, 9.36e-02, 9.36e-02]    []  
63000     [1.94e-04, 1.77e-04, 3.14e-07, 1.83e-01, 1.83e-01]    [5.98e-02, 1.73e-04, 3.51e-04, 1.83e-01, 1.83e-01]    []  
64000     [9.15e-05, 1.81e-04, 4.96e-07, 7.88e-02, 7.88e-02]    [2.15e-02, 1.76e-04, 8.30e-03, 7.88e-02, 7.88e-02]    []  
65000     [2.04e-04, 1.70e-04, 1.83e-06, 2.94e-01, 2.94e-01]    [3.15e-03, 1.68e-04, 4.57e-04, 2.94e-01, 2.94e-01]    []  
66000     [4.28e-05, 1.68e-04, 3.36e-07, 1.15e-01, 1.15e-01]    [3.06e-03, 1.66e-04, 1.30e-04, 1.15e-01, 1.15e-01]    []  
67000     [5.16e-05, 1.78e-04, 4.01e-07, 7.66e-02, 7.66e-02]    [3.88e-03, 1.76e-04, 7.73e-05, 7.66e-02, 7.66e-02]    []  
68000     [5.52e-04, 1.77e-04, 2.15e-06, 2.49e-01, 2.49e-01]    [4.25e-03, 1.75e-04, 7.72e-05, 2.49e-01, 2.49e-01]    []  
69000     [7.80e-05, 1.71e-04, 5.38e-07, 5.99e-02, 5.99e-02]    [5.01e-03, 1.70e-04, 7.98e-04, 5.99e-02, 5.99e-02]    []  
70000     [5.38e-05, 1.67e-04, 4.43e-07, 6.23e-02, 6.23e-02]    [5.13e-03, 1.66e-04, 3.81e-05, 6.23e-02, 6.23e-02]    []  
71000     [2.45e-04, 1.42e-04, 1.43e-06, 7.67e-02, 7.67e-02]    [9.18e-03, 1.43e-04, 5.09e-04, 7.67e-02, 7.67e-02]    []  
72000     [4.60e-04, 1.38e-04, 1.95e-05, 1.56e-01, 1.56e-01]    [1.41e-02, 1.40e-04, 2.37e-04, 1.56e-01, 1.56e-01]    []  
73000     [4.10e-05, 1.40e-04, 2.28e-06, 5.36e-02, 5.36e-02]    [1.64e-02, 1.45e-04, 7.03e-04, 5.36e-02, 5.36e-02]    []  
74000     [5.03e-05, 1.39e-04, 1.77e-07, 7.37e-02, 7.37e-02]    [8.49e-03, 1.43e-04, 4.98e-04, 7.37e-02, 7.37e-02]    []  
75000     [2.50e-04, 1.38e-04, 1.07e-05, 9.00e-01, 9.00e-01]    [5.01e-03, 1.40e-04, 7.88e-05, 9.00e-01, 9.00e-01]    []  
76000     [3.68e-05, 1.37e-04, 1.87e-06, 1.28e-01, 1.28e-01]    [2.13e-03, 1.40e-04, 8.62e-05, 1.28e-01, 1.28e-01]    []  
77000     [1.94e-05, 1.39e-04, 4.60e-07, 5.00e-02, 5.00e-02]    [1.19e-02, 1.42e-04, 4.95e-04, 5.00e-02, 5.00e-02]    []  
78000     [1.62e-04, 1.31e-04, 1.38e-05, 3.22e-01, 3.22e-01]    [2.35e-03, 1.33e-04, 1.10e-03, 3.22e-01, 3.22e-01]    []  
79000     [1.49e-03, 1.27e-04, 6.61e-07, 1.55e-01, 1.55e-01]    [3.02e-03, 1.29e-04, 1.37e-04, 1.55e-01, 1.55e-01]    []  
80000     [1.21e-05, 1.26e-04, 4.56e-07, 4.55e-02, 4.55e-02]    [1.40e-03, 1.31e-04, 7.47e-04, 4.55e-02, 4.55e-02]    []  
81000     [3.46e-04, 1.24e-04, 6.83e-06, 2.23e-01, 2.23e-01]    [2.07e-03, 1.29e-04, 2.21e-04, 2.23e-01, 2.23e-01]    []  
82000     [5.53e-03, 1.64e-04, 9.90e-07, 4.51e-02, 4.51e-02]    [8.69e-04, 1.63e-04, 1.77e-04, 4.51e-02, 4.51e-02]    []  
83000     [4.94e-05, 1.57e-04, 1.34e-07, 4.27e-02, 4.27e-02]    [4.33e-04, 1.55e-04, 5.07e-06, 4.27e-02, 4.27e-02]    []  
84000     [8.89e-05, 1.59e-04, 1.52e-07, 9.89e-02, 9.89e-02]    [1.16e-03, 1.59e-04, 1.53e-04, 9.89e-02, 9.89e-02]    []  
85000     [7.00e-05, 1.62e-04, 8.67e-08, 1.71e-01, 1.71e-01]    [1.04e-03, 1.64e-04, 1.12e-03, 1.71e-01, 1.71e-01]    []  
86000     [2.31e-05, 1.62e-04, 7.51e-08, 3.93e-02, 3.93e-02]    [4.37e-04, 1.61e-04, 9.94e-05, 3.93e-02, 3.93e-02]    []  
87000     [3.59e-05, 1.48e-04, 1.84e-07, 3.87e-02, 3.87e-02]    [6.40e-04, 1.48e-04, 4.08e-04, 3.87e-02, 3.87e-02]    []  
88000     [2.15e-05, 1.45e-04, 1.41e-07, 3.83e-02, 3.83e-02]    [2.28e-03, 1.46e-04, 1.62e-04, 3.83e-02, 3.83e-02]    []  
89000     [4.94e-05, 1.03e-04, 3.65e-07, 1.13e-01, 1.13e-01]    [1.34e-03, 1.01e-04, 2.48e-04, 1.13e-01, 1.13e-01]    []  
90000     [2.56e-05, 9.25e-05, 1.41e-07, 3.74e-02, 3.74e-02]    [2.00e-03, 9.13e-05, 1.26e-04, 3.74e-02, 3.74e-02]    []  
91000     [3.47e-05, 1.20e-04, 5.51e-07, 3.56e-02, 3.56e-02]    [2.76e-03, 1.23e-04, 2.66e-03, 3.56e-02, 3.56e-02]    []  
92000     [3.54e-05, 1.12e-04, 3.43e-07, 3.57e-02, 3.57e-02]    [2.50e-03, 1.12e-04, 2.00e-03, 3.57e-02, 3.57e-02]    []  
93000     [1.25e-04, 1.10e-04, 4.35e-07, 3.67e-02, 3.67e-02]    [5.21e-03, 1.26e-04, 2.88e-04, 3.67e-02, 3.67e-02]    []  
94000     [1.50e-05, 1.06e-04, 3.55e-07, 3.51e-02, 3.51e-02]    [1.21e-02, 1.31e-04, 3.44e-04, 3.51e-02, 3.51e-02]    []  
95000     [8.30e-05, 1.05e-04, 3.63e-05, 1.19e-01, 1.19e-01]    [1.17e-02, 1.43e-04, 2.71e-04, 1.19e-01, 1.19e-01]    []  
96000     [2.66e-05, 1.01e-04, 2.68e-06, 5.15e-02, 5.15e-02]    [1.19e-02, 1.24e-04, 1.94e-04, 5.15e-02, 5.15e-02]    []  
97000     [1.81e-05, 9.96e-05, 8.69e-07, 3.24e-02, 3.24e-02]    [9.44e-03, 1.03e-04, 4.61e-03, 3.24e-02, 3.24e-02]    []  
98000     [1.58e-04, 1.30e-04, 5.83e-05, 3.34e-02, 3.34e-02]    [5.59e-03, 1.29e-04, 3.51e-04, 3.34e-02, 3.34e-02]    []  
99000     [2.13e-05, 1.27e-04, 1.57e-07, 3.15e-02, 3.15e-02]    [1.82e-02, 1.75e-04, 4.22e-02, 3.15e-02, 3.15e-02]    []  
100000    [3.25e-04, 1.30e-04, 2.80e-07, 4.49e-02, 4.49e-02]    [2.12e-03, 1.30e-04, 1.23e-03, 4.49e-02, 4.49e-02]    []  
101000    [2.83e-05, 5.69e-05, 1.00e-06, 2.98e-02, 2.98e-02]    [2.87e-02, 6.60e-05, 4.01e-03, 2.98e-02, 2.98e-02]    []  
102000    [2.32e-05, 5.34e-05, 1.05e-06, 2.89e-02, 2.89e-02]    [1.42e-02, 5.93e-05, 8.10e-04, 2.89e-02, 2.89e-02]    []  
103000    [7.70e-05, 6.50e-05, 3.85e-06, 2.88e-02, 2.88e-02]    [2.73e-03, 7.74e-05, 3.68e-03, 2.88e-02, 2.88e-02]    []  
104000    [3.41e-04, 6.66e-05, 3.02e-05, 1.67e-01, 1.67e-01]    [9.95e-03, 7.47e-05, 5.27e-04, 1.67e-01, 1.67e-01]    []  
105000    [2.91e-05, 6.28e-05, 1.10e-06, 2.76e-02, 2.76e-02]    [7.95e-03, 7.08e-05, 4.11e-04, 2.76e-02, 2.76e-02]    []  
106000    [2.61e-05, 6.21e-05, 1.17e-06, 2.78e-02, 2.78e-02]    [2.42e-03, 6.90e-05, 6.57e-04, 2.78e-02, 2.78e-02]    []  
107000    [1.94e-05, 6.10e-05, 1.11e-06, 2.65e-02, 2.65e-02]    [1.30e-03, 6.91e-05, 5.49e-04, 2.65e-02, 2.65e-02]    []  
108000    [6.01e-03, 5.62e-05, 2.81e-03, 4.81e-02, 4.81e-02]    [5.50e-03, 6.35e-05, 2.02e-04, 4.81e-02, 4.81e-02]    []  
109000    [1.79e-05, 8.69e-05, 1.14e-06, 2.69e-02, 2.69e-02]    [7.31e-04, 9.38e-05, 1.69e-04, 2.69e-02, 2.69e-02]    []  
110000    [1.56e-05, 8.55e-05, 3.46e-07, 2.52e-02, 2.52e-02]    [2.66e-03, 9.49e-05, 6.36e-04, 2.52e-02, 2.52e-02]    []  
111000    [2.78e-05, 1.00e-04, 8.41e-07, 3.02e-02, 3.02e-02]    [1.61e-02, 1.00e-04, 8.76e-04, 3.02e-02, 3.02e-02]    []  
112000    [1.14e-03, 9.83e-05, 3.08e-06, 6.40e-02, 6.40e-02]    [9.53e-03, 9.64e-05, 6.68e-04, 6.40e-02, 6.40e-02]    []  
113000    [1.26e-04, 6.83e-05, 7.81e-08, 2.52e-02, 2.52e-02]    [1.08e-03, 6.84e-05, 7.55e-04, 2.52e-02, 2.52e-02]    []  
114000    [3.89e-05, 8.98e-05, 3.43e-07, 4.86e-02, 4.86e-02]    [1.60e-03, 8.91e-05, 1.29e-03, 4.86e-02, 4.86e-02]    []  
115000    [6.43e-05, 8.16e-05, 1.45e-07, 2.71e-02, 2.71e-02]    [3.36e-03, 8.08e-05, 1.33e-03, 2.71e-02, 2.71e-02]    []  
116000    [4.67e-05, 7.18e-05, 2.87e-07, 2.29e-02, 2.29e-02]    [2.46e-03, 7.66e-05, 1.10e-03, 2.29e-02, 2.29e-02]    []  
117000    [1.43e-05, 6.55e-05, 1.53e-07, 2.26e-02, 2.26e-02]    [1.38e-02, 6.95e-05, 7.26e-03, 2.26e-02, 2.26e-02]    []  
118000    [1.14e-05, 4.40e-05, 3.21e-07, 2.24e-02, 2.24e-02]    [1.97e-02, 5.00e-05, 1.37e-04, 2.24e-02, 2.24e-02]    []  
119000    [3.12e-04, 4.01e-05, 3.09e-07, 8.60e-02, 8.60e-02]    [5.51e-02, 4.88e-05, 1.78e-04, 8.60e-02, 8.60e-02]    []  
120000    [6.93e-05, 3.94e-05, 2.67e-07, 6.62e-02, 6.62e-02]    [4.06e-02, 4.87e-05, 8.08e-06, 6.62e-02, 6.62e-02]    []  
121000    [1.19e-05, 4.94e-05, 1.65e-06, 2.14e-02, 2.14e-02]    [1.37e-02, 7.93e-05, 1.35e-05, 2.14e-02, 2.14e-02]    []  
122000    [2.51e-05, 4.72e-05, 5.75e-06, 2.12e-02, 2.12e-02]    [1.45e-02, 5.22e-05, 8.86e-05, 2.12e-02, 2.12e-02]    []  
123000    [1.39e-05, 4.67e-05, 9.04e-08, 2.08e-02, 2.08e-02]    [9.73e-03, 4.96e-05, 1.16e-05, 2.08e-02, 2.08e-02]    []  
124000    [1.19e-05, 4.53e-05, 6.40e-08, 2.05e-02, 2.05e-02]    [6.08e-03, 5.04e-05, 1.11e-04, 2.05e-02, 2.05e-02]    []  
125000    [2.09e-04, 4.42e-05, 4.42e-06, 1.11e+00, 1.11e+00]    [2.94e-02, 4.80e-05, 1.17e-04, 1.11e+00, 1.11e+00]    []  
126000    [1.24e-05, 4.09e-05, 1.03e-07, 2.15e-02, 2.15e-02]    [4.44e-04, 4.31e-05, 1.17e-04, 2.15e-02, 2.15e-02]    []  
127000    [1.11e-04, 4.11e-05, 5.96e-06, 7.07e-01, 7.07e-01]    [1.70e-03, 4.36e-05, 1.99e-05, 7.07e-01, 7.07e-01]    []  
128000    [7.90e-05, 3.89e-05, 1.36e-07, 2.03e-02, 2.03e-02]    [9.46e-04, 4.06e-05, 5.29e-05, 2.03e-02, 2.03e-02]    []  
129000    [2.75e-05, 3.70e-05, 1.24e-06, 1.96e-02, 1.96e-02]    [5.27e-02, 3.73e-05, 1.86e-02, 1.96e-02, 1.96e-02]    []  
130000    [1.64e-04, 3.69e-05, 1.33e-06, 1.16e-01, 1.16e-01]    [1.37e-03, 3.86e-05, 1.73e-04, 1.16e-01, 1.16e-01]    []  
131000    [2.51e-05, 4.49e-05, 1.38e-06, 1.87e-02, 1.87e-02]    [2.09e-02, 4.42e-05, 6.16e-05, 1.87e-02, 1.87e-02]    []  
132000    [1.07e-05, 4.37e-05, 6.26e-07, 1.85e-02, 1.85e-02]    [4.14e-02, 4.81e-05, 7.60e-05, 1.85e-02, 1.85e-02]    []  
133000    [1.55e-03, 4.35e-05, 1.60e-05, 6.21e-01, 6.21e-01]    [3.71e-02, 4.13e-05, 8.75e-05, 6.21e-01, 6.21e-01]    []  
134000    [1.51e-05, 4.22e-05, 5.64e-07, 1.88e-02, 1.88e-02]    [4.97e-02, 4.65e-05, 3.51e-06, 1.88e-02, 1.88e-02]    []  
135000    [2.16e-05, 4.21e-05, 4.34e-07, 1.80e-02, 1.80e-02]    [5.77e-02, 4.84e-05, 4.24e-04, 1.80e-02, 1.80e-02]    []  
136000    [8.68e-06, 5.04e-05, 3.84e-07, 1.75e-02, 1.75e-02]    [1.25e-03, 5.30e-05, 2.81e-04, 1.75e-02, 1.75e-02]    []  
137000    [1.37e-05, 4.96e-05, 2.84e-06, 1.74e-02, 1.74e-02]    [4.83e-03, 5.48e-05, 9.57e-05, 1.74e-02, 1.74e-02]    []  
138000    [1.90e-05, 1.38e-04, 2.49e-07, 1.71e-02, 1.71e-02]    [6.17e-02, 1.66e-04, 1.97e-02, 1.71e-02, 1.71e-02]    []  
139000    [2.54e-04, 1.38e-04, 3.78e-07, 4.53e-02, 4.53e-02]    [4.84e-02, 1.72e-04, 9.05e-03, 4.53e-02, 4.53e-02]    []  
140000    [8.64e-06, 1.30e-04, 1.49e-07, 1.67e-02, 1.67e-02]    [4.24e-02, 1.65e-04, 7.05e-03, 1.67e-02, 1.67e-02]    []  
141000    [9.92e-06, 1.32e-04, 7.45e-08, 1.94e-02, 1.94e-02]    [4.85e-02, 1.63e-04, 7.05e-03, 1.94e-02, 1.94e-02]    []  
142000    [1.19e-05, 1.86e-04, 8.65e-07, 1.63e-02, 1.63e-02]    [5.71e-03, 1.88e-04, 2.75e-05, 1.63e-02, 1.63e-02]    []  
